muni_code,year,gini_index
575,1992,20.05
575,1993,20.19
575,1994,19.95
575,1995,19.74
575,1996,20.04
575,1997,20.4
575,1998,21.21
575,1999,20.78
575,2000,21.12
575,2001,21.66
575,2002,20.89
575,2003,20.99
575,2004,21.12
575,2005,22.6
575,2006,22.54
575,2007,23.83
575,2008,28.28
575,2009,25.93
575,2010,25.84
575,2011,24.35
575,2012,24.35
575,2013,24.52
575,2014,24.64
575,2015,25.13
575,2016,25.4
575,2017,25.74
575,2018,25.13
575,2019,25.8
575,2020,25.74
575,2021,26.22
630,1992,21.71
630,1993,21.63
630,1994,21.04
630,1995,21.08
630,1996,21.5
630,1997,22.77
630,1998,22.26
630,1999,23.13
630,2000,22.6
630,2001,22.73
630,2002,22.15
630,2003,22.51
630,2004,23.01
630,2005,24.01
630,2006,24.8
630,2007,25.3
630,2008,25.96
630,2009,25.19
630,2010,26.41
630,2011,25.37
630,2012,25.25
630,2013,26.57
630,2014,26.93
630,2015,26.15
630,2016,26.32
630,2017,27.02
630,2018,26.91
630,2019,27.29
630,2020,27.5
630,2021,28.11
580,1992,20.96
580,1993,21.57
580,1994,21.22
580,1995,21.26
580,1996,21.43
580,1997,21.8
580,1998,22.23
580,1999,22.57
580,2000,23.21
580,2001,22.33
580,2002,22.74
580,2003,22.61
580,2004,23.42
580,2005,23.89
580,2006,24.26
580,2007,25.36
580,2008,26.88
580,2009,25.57
580,2010,25.09
580,2011,25.01
580,2012,24.83
580,2013,25.36
580,2014,27.42
580,2015,25.27
580,2016,25.38
580,2017,26.17
580,2018,25.91
580,2019,26.72
580,2020,26.52
580,2021,27.31
710,1992,18.89
710,1993,19.19
710,1994,19.12
710,1995,18.81
710,1996,19.57
710,1997,19.79
710,1998,20.14
710,1999,20.02
710,2000,20.05
710,2001,20.11
710,2002,20.0
710,2003,20.16
710,2004,20.32
710,2005,21.01
710,2006,22.26
710,2007,22.8
710,2008,23.34
710,2009,23.16
710,2010,22.33
710,2011,22.43
710,2012,22.58
710,2013,22.11
710,2014,22.21
710,2015,22.6
710,2016,23.17
710,2017,23.48
710,2018,23.32
710,2019,23.18
710,2020,24.08
710,2021,24.54
766,1992,19.46
766,1993,19.89
766,1994,19.08
766,1995,19.41
766,1996,19.32
766,1997,20.08
766,1998,20.78
766,1999,20.28
766,2000,21.17
766,2001,21.1
766,2002,20.48
766,2003,20.72
766,2004,21.12
766,2005,22.09
766,2006,23.23
766,2007,22.73
766,2008,27.03
766,2009,24.45
766,2010,23.73
766,2011,23.43
766,2012,22.81
766,2013,23.15
766,2014,23.18
766,2015,24.23
766,2016,23.46
766,2017,23.93
766,2018,24.18
766,2019,24.01
766,2020,24.38
766,2021,24.69
615,1992,21.13
615,1993,21.58
615,1994,20.65
615,1995,21.53
615,1996,21.29
615,1997,21.78
615,1998,22.11
615,1999,22.36
615,2000,22.45
615,2001,22.51
615,2002,21.85
615,2003,21.87
615,2004,22.68
615,2005,23.04
615,2006,24.03
615,2007,24.32
615,2008,26.09
615,2009,24.19
615,2010,24.9
615,2011,24.6
615,2012,24.67
615,2013,25.18
615,2014,24.8
615,2015,25.31
615,2016,25.89
615,2017,26.4
615,2018,25.99
615,2019,25.98
615,2020,26.11
615,2021,26.43
707,1992,20.9
707,1993,20.86
707,1994,20.31
707,1995,19.71
707,1996,20.43
707,1997,20.92
707,1998,21.56
707,1999,21.12
707,2000,21.26
707,2001,21.7
707,2002,21.09
707,2003,22.0
707,2004,22.55
707,2005,23.27
707,2006,23.87
707,2007,24.81
707,2008,27.06
707,2009,25.77
707,2010,24.77
707,2011,24.26
707,2012,23.44
707,2013,23.68
707,2014,24.2
707,2015,24.99
707,2016,24.23
707,2017,24.92
707,2018,24.28
707,2019,25.22
707,2020,25.54
707,2021,25.38
727,1992,20.34
727,1993,20.63
727,1994,20.87
727,1995,20.56
727,1996,20.65
727,1997,21.23
727,1998,21.91
727,1999,22.52
727,2000,22.6
727,2001,21.86
727,2002,21.81
727,2003,21.7
727,2004,22.31
727,2005,22.61
727,2006,22.97
727,2007,23.53
727,2008,24.91
727,2009,23.84
727,2010,23.35
727,2011,23.52
727,2012,22.81
727,2013,23.2
727,2014,23.44
727,2015,24.01
727,2016,23.97
727,2017,25.01
727,2018,24.48
727,2019,24.36
727,2020,24.85
727,2021,24.75
730,1992,20.68
730,1993,20.89
730,1994,20.14
730,1995,20.47
730,1996,20.85
730,1997,21.5
730,1998,21.7
730,1999,21.58
730,2000,21.89
730,2001,21.75
730,2002,21.25
730,2003,21.13
730,2004,22.18
730,2005,22.5
730,2006,22.88
730,2007,23.88
730,2008,24.38
730,2009,23.7
730,2010,23.65
730,2011,23.65
730,2012,23.26
730,2013,23.71
730,2014,24.14
730,2015,24.33
730,2016,24.65
730,2017,24.91
730,2018,24.84
730,2019,24.99
730,2020,25.53
730,2021,25.53
741,1992,20.31
741,1993,20.36
741,1994,20.22
741,1995,21.01
741,1996,21.26
741,1997,21.05
741,1998,23.11
741,1999,23.33
741,2000,23.38
741,2001,23.19
741,2002,22.16
741,2003,22.71
741,2004,22.58
741,2005,22.83
741,2006,24.09
741,2007,25.39
741,2008,28.88
741,2009,27.66
741,2010,27.61
741,2011,25.1
741,2012,23.08
741,2013,24.35
741,2014,24.9
741,2015,24.75
741,2016,31.3
741,2017,25.98
741,2018,27.05
741,2019,26.49
741,2020,26.91
741,2021,27.3
740,1992,21.05
740,1993,23.35
740,1994,22.7
740,1995,23.34
740,1996,24.9
740,1997,23.45
740,1998,23.42
740,1999,22.95
740,2000,23.95
740,2001,23.61
740,2002,23.33
740,2003,23.9
740,2004,24.56
740,2005,24.86
740,2006,25.68
740,2007,26.43
740,2008,28.1
740,2009,27.72
740,2010,25.22
740,2011,27.49
740,2012,24.36
740,2013,25.35
740,2014,32.67
740,2015,25.1
740,2016,27.25
740,2017,26.31
740,2018,25.94
740,2019,26.47
740,2020,26.32
740,2021,27.34
746,1992,19.75
746,1993,20.05
746,1994,19.52
746,1995,19.74
746,1996,20.17
746,1997,20.51
746,1998,20.93
746,1999,20.66
746,2000,20.93
746,2001,20.71
746,2002,20.39
746,2003,20.43
746,2004,20.81
746,2005,21.79
746,2006,22.69
746,2007,22.8
746,2008,23.7
746,2009,22.09
746,2010,22.89
746,2011,22.68
746,2012,22.63
746,2013,23.28
746,2014,23.42
746,2015,23.98
746,2016,24.16
746,2017,24.17
746,2018,24.32
746,2019,24.49
746,2020,25.26
746,2021,25.5
706,1992,21.03
706,1993,21.28
706,1994,23.49
706,1995,20.45
706,1996,20.41
706,1997,21.28
706,1998,21.54
706,1999,22.43
706,2000,22.33
706,2001,23.04
706,2002,21.2
706,2003,21.65
706,2004,23.72
706,2005,23.69
706,2006,25.12
706,2007,28.06
706,2008,25.76
706,2009,25.45
706,2010,25.49
706,2011,24.46
706,2012,24.03
706,2013,25.05
706,2014,26.14
706,2015,24.54
706,2016,25.41
706,2017,25.2
706,2018,25.29
706,2019,25.41
706,2020,25.46
706,2021,27.51
751,1992,24.28
751,1993,24.54
751,1994,24.53
751,1995,24.41
751,1996,24.93
751,1997,25.72
751,1998,26.25
751,1999,26.34
751,2000,26.29
751,2001,26.35
751,2002,25.75
751,2003,26.24
751,2004,27.05
751,2005,29.02
751,2006,29.44
751,2007,30.03
751,2008,29.77
751,2009,28.64
751,2010,30.65
751,2011,31.09
751,2012,30.67
751,2013,31.41
751,2014,31.55
751,2015,32.66
751,2016,31.94
751,2017,33.29
751,2018,32.92
751,2019,33.12
751,2020,33.19
751,2021,33.77
657,1992,21.29
657,1993,22.03
657,1994,21.02
657,1995,21.11
657,1996,21.26
657,1997,21.89
657,1998,22.48
657,1999,22.25
657,2000,22.53
657,2001,23.1
657,2002,22.22
657,2003,22.08
657,2004,22.6
657,2005,23.83
657,2006,23.75
657,2007,24.95
657,2008,26.85
657,2009,25.25
657,2010,24.88
657,2011,26.68
657,2012,24.72
657,2013,24.79
657,2014,25.07
657,2015,24.82
657,2016,25.65
657,2017,25.94
657,2018,26.0
657,2019,26.07
657,2020,26.9
657,2021,26.59
661,1992,21.98
661,1993,21.59
661,1994,20.98
661,1995,20.73
661,1996,21.24
661,1997,21.8
661,1998,22.83
661,1999,22.54
661,2000,22.33
661,2001,24.3
661,2002,22.93
661,2003,22.59
661,2004,22.72
661,2005,23.56
661,2006,24.82
661,2007,26.44
661,2008,27.39
661,2009,25.46
661,2010,25.51
661,2011,25.34
661,2012,26.0
661,2013,26.45
661,2014,24.45
661,2015,24.95
661,2016,26.07
661,2017,25.87
661,2018,25.12
661,2019,25.73
661,2020,26.4
661,2021,27.54
756,1992,22.01
756,1993,22.71
756,1994,20.44
756,1995,21.19
756,1996,21.48
756,1997,22.55
756,1998,22.01
756,1999,21.87
756,2000,22.68
756,2001,23.0
756,2002,21.76
756,2003,21.8
756,2004,22.98
756,2005,22.85
756,2006,23.16
756,2007,26.7
756,2008,26.79
756,2009,25.01
756,2010,24.3
756,2011,25.02
756,2012,23.8
756,2013,24.55
756,2014,24.28
756,2015,24.15
756,2016,24.28
756,2017,24.23
756,2018,24.28
756,2019,27.07
756,2020,29.31
756,2021,25.7
665,1992,22.68
665,1993,22.72
665,1994,21.22
665,1995,20.75
665,1996,21.23
665,1997,22.04
665,1998,22.38
665,1999,22.18
665,2000,22.42
665,2001,22.99
665,2002,22.49
665,2003,23.03
665,2004,23.88
665,2005,23.54
665,2006,24.73
665,2007,28.56
665,2008,32.29
665,2009,29.19
665,2010,30.57
665,2011,26.68
665,2012,25.45
665,2013,27.11
665,2014,24.95
665,2015,26.06
665,2016,30.29
665,2017,27.38
665,2018,25.74
665,2019,26.71
665,2020,28.26
665,2021,29.09
760,1992,21.17
760,1993,20.99
760,1994,20.34
760,1995,20.5
760,1996,21.05
760,1997,21.38
760,1998,23.05
760,1999,21.92
760,2000,21.5
760,2001,23.27
760,2002,22.04
760,2003,22.08
760,2004,22.91
760,2005,23.93
760,2006,25.32
760,2007,26.44
760,2008,29.81
760,2009,26.91
760,2010,25.66
760,2011,25.91
760,2012,25.89
760,2013,25.19
760,2014,24.67
760,2015,24.68
760,2016,25.65
760,2017,25.2
760,2018,25.2
760,2019,25.68
760,2020,27.15
760,2021,27.42
779,1992,20.92
779,1993,21.68
779,1994,20.1
779,1995,20.34
779,1996,21.66
779,1997,21.01
779,1998,21.97
779,1999,21.53
779,2000,21.85
779,2001,24.9
779,2002,21.51
779,2003,21.39
779,2004,21.76
779,2005,22.32
779,2006,23.01
779,2007,24.14
779,2008,25.67
779,2009,24.01
779,2010,23.61
779,2011,23.92
779,2012,22.91
779,2013,23.67
779,2014,24.09
779,2015,23.81
779,2016,23.7
779,2017,24.66
779,2018,24.16
779,2019,24.83
779,2020,26.21
779,2021,25.85
671,1992,20.28
671,1993,20.25
671,1994,19.6
671,1995,19.49
671,1996,20.31
671,1997,20.84
671,1998,20.93
671,1999,20.94
671,2000,21.33
671,2001,21.84
671,2002,21.25
671,2003,21.01
671,2004,21.45
671,2005,22.28
671,2006,23.12
671,2007,23.29
671,2008,26.84
671,2009,24.2
671,2010,24.57
671,2011,24.05
671,2012,24.39
671,2013,24.31
671,2014,23.95
671,2015,24.57
671,2016,24.75
671,2017,25.02
671,2018,24.21
671,2019,25.09
671,2020,26.37
671,2021,26.14
791,1992,20.71
791,1993,20.64
791,1994,20.41
791,1995,20.1
791,1996,20.45
791,1997,20.92
791,1998,21.33
791,1999,21.11
791,2000,21.4
791,2001,21.82
791,2002,21.78
791,2003,21.77
791,2004,22.53
791,2005,22.97
791,2006,23.37
791,2007,24.18
791,2008,26.41
791,2009,25.29
791,2010,24.72
791,2011,24.41
791,2012,23.81
791,2013,24.14
791,2014,24.24
791,2015,24.57
791,2016,25.05
791,2017,25.84
791,2018,25.33
791,2019,25.91
791,2020,26.33
791,2021,26.33
810,1992,19.8
810,1993,20.19
810,1994,19.57
810,1995,19.37
810,1996,19.76
810,1997,20.7
810,1998,20.98
810,1999,21.3
810,2000,21.95
810,2001,21.96
810,2002,21.93
810,2003,22.65
810,2004,21.6
810,2005,22.95
810,2006,24.44
810,2007,26.54
810,2008,32.48
810,2009,26.48
810,2010,24.62
810,2011,23.81
810,2012,23.34
810,2013,23.82
810,2014,23.45
810,2015,24.22
810,2016,26.4
810,2017,24.37
810,2018,24.51
810,2019,24.72
810,2020,26.55
810,2021,25.61
813,1992,20.26
813,1993,20.22
813,1994,19.6
813,1995,19.38
813,1996,19.52
813,1997,20.31
813,1998,20.84
813,1999,21.05
813,2000,21.11
813,2001,21.11
813,2002,21.17
813,2003,20.81
813,2004,21.74
813,2005,21.9
813,2006,24.63
813,2007,24.33
813,2008,25.77
813,2009,24.13
813,2010,24.85
813,2011,24.73
813,2012,24.06
813,2013,24.41
813,2014,23.83
813,2015,24.73
813,2016,24.72
813,2017,25.15
813,2018,25.26
813,2019,24.94
813,2020,25.52
813,2021,25.71
860,1992,20.89
860,1993,20.6
860,1994,20.03
860,1995,20.04
860,1996,20.56
860,1997,20.84
860,1998,21.27
860,1999,21.23
860,2000,21.5
860,2001,22.51
860,2002,21.86
860,2003,21.93
860,2004,23.34
860,2005,23.73
860,2006,24.04
860,2007,24.88
860,2008,28.43
860,2009,26.71
860,2010,26.43
860,2011,26.17
860,2012,24.89
860,2013,25.43
860,2014,25.37
860,2015,25.73
860,2016,26.14
860,2017,26.6
860,2018,26.31
860,2019,26.32
860,2020,26.99
860,2021,26.12
849,1992,20.23
849,1993,19.76
849,1994,19.85
849,1995,19.14
849,1996,19.55
849,1997,19.88
849,1998,21.1
849,1999,20.94
849,2000,21.47
849,2001,21.37
849,2002,21.41
849,2003,21.38
849,2004,21.84
849,2005,22.69
849,2006,23.87
849,2007,24.63
849,2008,27.68
849,2009,27.41
849,2010,24.75
849,2011,24.28
849,2012,24.45
849,2013,24.34
849,2014,22.98
849,2015,24.07
849,2016,24.43
849,2017,23.53
849,2018,24.94
849,2019,24.11
849,2020,25.8
849,2021,25.59
825,1992,20.93
825,1993,19.22
825,1994,18.97
825,1995,19.28
825,1996,19.42
825,1997,19.86
825,1998,22.56
825,1999,22.01
825,2000,22.13
825,2001,20.87
825,2002,20.92
825,2003,19.73
825,2004,21.68
825,2005,21.4
825,2006,25.53
825,2007,26.5
825,2008,23.0
825,2009,22.41
825,2010,23.42
825,2011,22.98
825,2012,22.9
825,2013,24.01
825,2014,21.44
825,2015,22.03
825,2016,22.5
825,2017,21.63
825,2018,23.47
825,2019,22.2
825,2020,22.68
825,2021,26.21
846,1992,21.31
846,1993,21.43
846,1994,20.55
846,1995,19.86
846,1996,20.58
846,1997,21.24
846,1998,21.69
846,1999,21.27
846,2000,21.47
846,2001,21.78
846,2002,21.58
846,2003,21.71
846,2004,22.16
846,2005,22.65
846,2006,23.43
846,2007,24.3
846,2008,27.05
846,2009,25.57
846,2010,24.57
846,2011,24.03
846,2012,23.78
846,2013,23.87
846,2014,23.83
846,2015,23.88
846,2016,24.15
846,2017,24.64
846,2018,24.72
846,2019,25.7
846,2020,26.17
846,2021,25.63
773,1992,20.23
773,1993,20.56
773,1994,19.48
773,1995,19.46
773,1996,19.74
773,1997,20.42
773,1998,21.2
773,1999,22.46
773,2000,21.39
773,2001,22.55
773,2002,22.36
773,2003,22.07
773,2004,24.42
773,2005,24.62
773,2006,25.62
773,2007,26.55
773,2008,31.02
773,2009,27.98
773,2010,26.53
773,2011,25.47
773,2012,26.0
773,2013,25.09
773,2014,24.79
773,2015,24.21
773,2016,23.88
773,2017,24.7
773,2018,24.96
773,2019,26.31
773,2020,26.14
773,2021,26.38
840,1992,20.5
840,1993,20.57
840,1994,20.09
840,1995,19.66
840,1996,20.31
840,1997,21.07
840,1998,21.6
840,1999,21.65
840,2000,22.02
840,2001,22.73
840,2002,21.73
840,2003,22.03
840,2004,22.26
840,2005,22.91
840,2006,23.42
840,2007,25.63
840,2008,30.9
840,2009,26.28
840,2010,25.18
840,2011,24.84
840,2012,24.01
840,2013,24.29
840,2014,24.01
840,2015,23.9
840,2016,24.33
840,2017,24.55
840,2018,24.58
840,2019,26.18
840,2020,25.5
840,2021,25.09
787,1992,20.98
787,1993,20.69
787,1994,20.4
787,1995,20.3
787,1996,20.79
787,1997,21.44
787,1998,21.96
787,1999,21.82
787,2000,22.51
787,2001,23.38
787,2002,22.55
787,2003,22.55
787,2004,22.47
787,2005,23.53
787,2006,24.9
787,2007,26.56
787,2008,29.51
787,2009,26.35
787,2010,26.42
787,2011,25.61
787,2012,24.52
787,2013,24.54
787,2014,24.21
787,2015,24.71
787,2016,24.95
787,2017,25.41
787,2018,24.78
787,2019,25.89
787,2020,26.41
787,2021,26.01
820,1992,20.65
820,1993,20.2
820,1994,19.97
820,1995,19.67
820,1996,20.27
820,1997,20.81
820,1998,21.75
820,1999,21.53
820,2000,22.21
820,2001,22.2
820,2002,22.24
820,2003,22.02
820,2004,22.6
820,2005,22.96
820,2006,23.21
820,2007,25.45
820,2008,30.58
820,2009,28.33
820,2010,25.62
820,2011,24.41
820,2012,24.15
820,2013,24.02
820,2014,24.05
820,2015,24.15
820,2016,23.94
820,2017,24.38
820,2018,24.84
820,2019,25.4
820,2020,26.04
820,2021,27.37
851,1992,21.19
851,1993,21.88
851,1994,21.03
851,1995,21.5
851,1996,21.64
851,1997,22.25
851,1998,22.77
851,1999,22.87
851,2000,24.14
851,2001,23.44
851,2002,22.88
851,2003,22.96
851,2004,23.91
851,2005,24.67
851,2006,25.19
851,2007,26.07
851,2008,27.28
851,2009,25.72
851,2010,26.69
851,2011,26.43
851,2012,26.39
851,2013,27.03
851,2014,27.54
851,2015,27.98
851,2016,28.05
851,2017,28.61
851,2018,28.7
851,2019,28.76
851,2020,29.12
851,2021,29.1
