muni_code,year,unemployed
167,2007,753
169,2007,971
173,2007,585
175,2007,598
183,2007,656
185,2007,738
187,2007,173
190,2007,555
201,2007,193
210,2007,588
217,2007,980
219,2007,530
223,2007,221
230,2007,585
240,2007,323
250,2007,479
253,2007,606
259,2007,928
260,2007,459
265,2007,970
269,2007,287
270,2007,538
306,2007,546
316,2007,1161
320,2007,560
326,2007,910
329,2007,530
330,2007,1762
336,2007,370
340,2007,448
350,2007,271
360,2007,1279
370,2007,1459
376,2007,1191
390,2007,963
400,2007,1446
410,2007,539
420,2007,768
430,2007,894
440,2007,419
450,2007,521
461,2007,4578
479,2007,1317
480,2007,566
482,2007,313
492,2007,115
510,2007,942
530,2007,261
540,2007,1081
550,2007,705
561,2007,1558
563,2007,44
573,2007,487
575,2007,401
580,2007,1119
607,2007,836
615,2007,949
621,2007,1186
630,2007,1228
657,2007,1022
661,2007,644
665,2007,334
671,2007,314
706,2007,768
707,2007,817
710,2007,537
727,2007,307
730,2007,1567
740,2007,1288
741,2007,98
746,2007,704
751,2007,6131
756,2007,624
760,2007,532
766,2007,373
773,2007,323
779,2007,590
787,2007,504
791,2007,1105
810,2007,856
813,2007,1756
820,2007,624
825,2007,85
840,2007,488
846,2007,702
849,2007,949
851,2007,5047
860,2007,1699
101,2008,12802
147,2008,1499
151,2008,436
153,2008,415
155,2008,108
157,2008,607
159,2008,741
161,2008,243
163,2008,326
165,2008,508
167,2008,544
169,2008,728
173,2008,390
175,2008,437
183,2008,513
185,2008,575
187,2008,138
190,2008,360
201,2008,136
210,2008,387
217,2008,757
219,2008,365
223,2008,157
230,2008,346
240,2008,235
250,2008,395
253,2008,436
259,2008,740
260,2008,373
265,2008,671
269,2008,214
270,2008,379
306,2008,411
316,2008,840
320,2008,431
326,2008,543
329,2008,382
330,2008,1283
336,2008,257
340,2008,354
350,2008,202
360,2008,889
370,2008,1187
376,2008,872
390,2008,747
400,2008,1138
410,2008,327
420,2008,561
430,2008,653
440,2008,309
450,2008,388
461,2008,3390
479,2008,843
480,2008,416
482,2008,190
492,2008,72
510,2008,604
530,2008,172
540,2008,768
550,2008,453
561,2008,1156
563,2008,29
573,2008,340
575,2008,253
580,2008,808
607,2008,628
615,2008,798
621,2008,822
630,2008,849
657,2008,709
661,2008,516
665,2008,214
671,2008,260
706,2008,504
707,2008,527
710,2008,398
727,2008,211
730,2008,1053
740,2008,834
741,2008,66
746,2008,447
751,2008,4114
756,2008,500
760,2008,429
766,2008,248
773,2008,292
779,2008,519
787,2008,417
791,2008,779
810,2008,604
813,2008,1127
820,2008,463
825,2008,61
840,2008,312
846,2008,529
849,2008,614
851,2008,3507
860,2008,1110
101,2009,18184
147,2009,2172
151,2009,796
153,2009,759
155,2009,182
157,2009,899
159,2009,1232
161,2009,499
163,2009,574
165,2009,795
167,2009,981
169,2009,1228
173,2009,658
175,2009,749
183,2009,755
185,2009,961
187,2009,270
190,2009,566
201,2009,261
210,2009,662
217,2009,1306
219,2009,772
223,2009,281
230,2009,611
240,2009,521
250,2009,814
253,2009,801
259,2009,1350
260,2009,766
265,2009,1308
269,2009,376
270,2009,694
306,2009,749
316,2009,1497
320,2009,853
326,2009,1024
329,2009,726
330,2009,2051
336,2009,500
340,2009,578
350,2009,391
360,2009,1375
370,2009,2102
376,2009,1439
390,2009,1172
400,2009,1358
410,2009,762
420,2009,1192
430,2009,1250
440,2009,604
450,2009,742
461,2009,5260
479,2009,1304
480,2009,803
482,2009,279
492,2009,111
510,2009,1193
530,2009,428
540,2009,1812
550,2009,933
561,2009,2270
563,2009,50
573,2009,831
575,2009,776
580,2009,1454
607,2009,1258
615,2009,2056
621,2009,1907
630,2009,2036
657,2009,1784
661,2009,1259
665,2009,446
671,2009,577
706,2009,853
707,2009,906
710,2009,926
727,2009,441
730,2009,2439
740,2009,1889
741,2009,82
746,2009,993
751,2009,6777
756,2009,1125
760,2009,1151
766,2009,934
773,2009,622
779,2009,1330
787,2009,906
791,2009,1954
810,2009,1043
813,2009,1859
820,2009,990
825,2009,70
840,2009,725
846,2009,1127
849,2009,1049
851,2009,5416
860,2009,1935
101,2010,22121
147,2010,2947
151,2010,1024
153,2010,1063
155,2010,236
157,2010,1197
159,2010,1704
161,2010,684
163,2010,746
165,2010,1002
167,2010,1341
169,2010,1678
173,2010,927
175,2010,989
183,2010,1002
185,2010,1207
187,2010,366
190,2010,764
201,2010,336
210,2010,826
217,2010,1594
219,2010,1089
223,2010,346
230,2010,819
240,2010,749
250,2010,1031
253,2010,1144
259,2010,1746
260,2010,1010
265,2010,1753
269,2010,483
270,2010,982
306,2010,1037
316,2010,1893
320,2010,1081
326,2010,1462
329,2010,955
330,2010,2792
336,2010,641
340,2010,787
350,2010,517
360,2010,1725
370,2010,2596
376,2010,1777
390,2010,1358
400,2010,1461
410,2010,954
420,2010,1478
430,2010,1557
440,2010,818
450,2010,939
461,2010,6549
479,2010,1705
480,2010,1049
482,2010,387
492,2010,125
510,2010,1669
530,2010,517
540,2010,2143
550,2010,1103
561,2010,2972
563,2010,63
573,2010,1111
575,2010,1102
580,2010,1866
607,2010,1594
615,2010,2747
621,2010,2595
630,2010,2691
657,2010,2277
661,2010,1489
665,2010,496
671,2010,641
706,2010,1132
707,2010,1119
710,2010,1102
727,2010,533
730,2010,3062
740,2010,2392
741,2010,118
746,2010,1188
751,2010,8050
756,2010,1355
760,2010,1505
766,2010,1160
773,2010,785
779,2010,1539
787,2010,1148
791,2010,2406
810,2010,1135
813,2010,2251
820,2010,1134
825,2010,70
840,2010,857
846,2010,1292
849,2010,1136
851,2010,6255
860,2010,2240
101,2011,22250
147,2011,3001
151,2011,1127
153,2011,1058
155,2011,231
157,2011,1273
159,2011,1691
161,2011,719
163,2011,746
165,2011,1032
167,2011,1323
169,2011,1761
173,2011,1013
175,2011,1056
183,2011,1012
185,2011,1189
187,2011,361
190,2011,736
201,2011,352
210,2011,853
217,2011,1559
219,2011,1082
223,2011,339
230,2011,863
240,2011,781
250,2011,1091
253,2011,1076
259,2011,1774
260,2011,977
265,2011,1778
269,2011,459
270,2011,972
306,2011,965
316,2011,1761
320,2011,1064
326,2011,1384
329,2011,959
330,2011,2886
336,2011,617
340,2011,811
350,2011,498
360,2011,1753
370,2011,2562
376,2011,1810
390,2011,1234
400,2011,1297
410,2011,872
420,2011,1362
430,2011,1531
440,2011,886
450,2011,980
461,2011,6782
479,2011,1775
480,2011,1006
482,2011,412
492,2011,114
510,2011,1557
530,2011,465
540,2011,1931
550,2011,1078
561,2011,2855
563,2011,59
573,2011,1002
575,2011,926
580,2011,1751
607,2011,1556
615,2011,2451
621,2011,2364
630,2011,2571
657,2011,2209
661,2011,1403
665,2011,476
671,2011,616
706,2011,1038
707,2011,1032
710,2011,1007
727,2011,491
730,2011,2784
740,2011,2394
741,2011,99
746,2011,1091
751,2011,8179
756,2011,1207
760,2011,1337
766,2011,901
773,2011,688
779,2011,1299
787,2011,1014
791,2011,2290
810,2011,1024
813,2011,1987
820,2011,1071
825,2011,74
840,2011,732
846,2011,1108
849,2011,1033
851,2011,6168
860,2011,2143
101,2012,22998
147,2012,3104
151,2012,1240
153,2012,1141
155,2012,237
157,2012,1348
159,2012,1751
161,2012,696
163,2012,824
165,2012,1075
167,2012,1393
169,2012,1814
173,2012,1017
175,2012,1055
183,2012,1061
185,2012,1185
187,2012,389
190,2012,745
201,2012,339
210,2012,833
217,2012,1584
219,2012,1051
223,2012,366
230,2012,873
240,2012,808
250,2012,1112
253,2012,1110
259,2012,1763
260,2012,978
265,2012,1829
269,2012,461
270,2012,935
306,2012,933
316,2012,1696
320,2012,1105
326,2012,1444
329,2012,995
330,2012,2910
336,2012,619
340,2012,800
350,2012,496
360,2012,1723
370,2012,2559
376,2012,1724
390,2012,1230
400,2012,1283
410,2012,895
420,2012,1357
430,2012,1531
440,2012,901
450,2012,939
461,2012,7076
479,2012,1834
480,2012,958
482,2012,403
492,2012,128
510,2012,1635
530,2012,498
540,2012,2001
550,2012,1022
561,2012,3001
563,2012,60
573,2012,1000
575,2012,961
580,2012,1841
607,2012,1610
615,2012,2377
621,2012,2383
630,2012,2671
657,2012,2299
661,2012,1349
665,2012,469
671,2012,630
706,2012,1015
707,2012,1090
710,2012,1035
727,2012,484
730,2012,2756
740,2012,2369
741,2012,95
746,2012,1079
751,2012,8728
756,2012,1101
760,2012,1214
766,2012,903
773,2012,581
779,2012,1199
787,2012,957
791,2012,2303
810,2012,966
813,2012,1844
820,2012,1008
825,2012,66
840,2012,635
846,2012,1126
849,2012,1072
851,2012,6125
860,2012,2094
101,2013,22471
147,2013,3029
151,2013,1320
153,2013,1204
155,2013,226
157,2013,1294
159,2013,1819
161,2013,694
163,2013,835
165,2013,1032
167,2013,1330
169,2013,1800
173,2013,986
175,2013,1043
183,2013,1089
185,2013,1184
187,2013,400
190,2013,738
201,2013,304
210,2013,827
217,2013,1515
219,2013,974
223,2013,336
230,2013,834
240,2013,780
250,2013,1141
253,2013,1056
259,2013,1622
260,2013,902
265,2013,1787
269,2013,425
270,2013,941
306,2013,855
316,2013,1537
320,2013,995
326,2013,1354
329,2013,956
330,2013,2544
336,2013,591
340,2013,765
350,2013,441
360,2013,1526
370,2013,2408
376,2013,1751
390,2013,1075
400,2013,1179
410,2013,794
420,2013,1208
430,2013,1363
440,2013,701
450,2013,829
461,2013,6532
479,2013,1704
480,2013,800
482,2013,369
492,2013,130
510,2013,1447
530,2013,482
540,2013,1948
550,2013,1037
561,2013,2976
563,2013,57
573,2013,974
575,2013,969
580,2013,1687
607,2013,1462
615,2013,2295
621,2013,2256
630,2013,2642
657,2013,2160
661,2013,1167
665,2013,420
671,2013,573
706,2013,909
707,2013,978
710,2013,960
727,2013,438
730,2013,2605
740,2013,2136
741,2013,97
746,2013,946
751,2013,8746
756,2013,1099
760,2013,1226
766,2013,869
773,2013,484
779,2013,968
787,2013,857
791,2013,2048
810,2013,871
813,2013,1587
820,2013,1005
825,2013,62
840,2013,588
846,2013,1072
849,2013,952
851,2013,5885
860,2013,1778
101,2014,19815
147,2014,2776
151,2014,1145
153,2014,1044
155,2014,210
157,2014,1203
159,2014,1652
161,2014,624
163,2014,731
165,2014,905
167,2014,1201
169,2014,1626
173,2014,870
175,2014,946
183,2014,979
185,2014,1078
187,2014,354
190,2014,721
201,2014,277
210,2014,755
217,2014,1379
219,2014,868
223,2014,314
230,2014,761
240,2014,670
250,2014,926
253,2014,973
259,2014,1415
260,2014,723
265,2014,1634
269,2014,366
270,2014,738
306,2014,787
316,2014,1342
320,2014,835
326,2014,1071
329,2014,770
330,2014,2212
336,2014,497
340,2014,633
350,2014,398
360,2014,1215
370,2014,2016
376,2014,1456
390,2014,1019
400,2014,1042
410,2014,614
420,2014,961
430,2014,1122
440,2014,522
450,2014,702
461,2014,5773
479,2014,1431
480,2014,652
482,2014,289
492,2014,106
510,2014,1215
530,2014,436
540,2014,1543
550,2014,825
561,2014,2435
563,2014,54
573,2014,732
575,2014,786
580,2014,1364
607,2014,1247
615,2014,1842
621,2014,1956
630,2014,2226
657,2014,1758
661,2014,950
665,2014,308
671,2014,458
706,2014,746
707,2014,851
710,2014,794
727,2014,346
730,2014,2389
740,2014,1852
741,2014,89
746,2014,849
751,2014,7869
756,2014,907
760,2014,935
766,2014,730
773,2014,419
779,2014,746
787,2014,767
791,2014,1817
810,2014,749
813,2014,1448
820,2014,881
825,2014,52
840,2014,542
846,2014,950
849,2014,804
851,2014,5970
860,2014,1554
101,2015,17726
147,2015,2563
151,2015,969
153,2015,968
155,2015,194
157,2015,1082
159,2015,1487
161,2015,590
163,2015,613
165,2015,846
167,2015,1102
169,2015,1540
173,2015,800
175,2015,921
183,2015,920
185,2015,940
187,2015,313
190,2015,668
201,2015,248
210,2015,698
217,2015,1265
219,2015,793
223,2015,301
230,2015,698
240,2015,578
250,2015,829
253,2015,868
259,2015,1186
260,2015,621
265,2015,1596
269,2015,330
270,2015,686
306,2015,713
316,2015,1293
320,2015,753
326,2015,960
329,2015,690
330,2015,2096
336,2015,423
340,2015,583
350,2015,384
360,2015,1053
370,2015,1909
376,2015,1341
390,2015,975
400,2015,938
410,2015,519
420,2015,921
430,2015,1031
440,2015,498
450,2015,617
461,2015,5616
479,2015,1292
480,2015,660
482,2015,260
492,2015,93
510,2015,1070
530,2015,396
540,2015,1403
550,2015,671
561,2015,2370
563,2015,57
573,2015,712
575,2015,705
580,2015,1229
607,2015,1141
615,2015,1683
621,2015,1820
630,2015,2044
657,2015,1585
661,2015,891
665,2015,263
671,2015,391
706,2015,655
707,2015,731
710,2015,688
727,2015,307
730,2015,2123
740,2015,1720
741,2015,78
746,2015,761
751,2015,7344
756,2015,829
760,2015,803
766,2015,678
773,2015,354
779,2015,699
787,2015,719
791,2015,1680
810,2015,725
813,2015,1381
820,2015,822
825,2015,50
840,2015,496
846,2015,879
849,2015,790
851,2015,5901
860,2015,1442
101,2016,16519
147,2016,2421
151,2016,899
153,2016,889
155,2016,168
157,2016,978
159,2016,1316
161,2016,554
163,2016,527
165,2016,804
167,2016,1017
169,2016,1378
173,2016,732
175,2016,856
183,2016,823
185,2016,770
187,2016,294
190,2016,552
201,2016,243
210,2016,610
217,2016,1116
219,2016,752
223,2016,263
230,2016,655
240,2016,588
250,2016,710
253,2016,787
259,2016,1050
260,2016,604
265,2016,1582
269,2016,292
270,2016,639
306,2016,668
316,2016,1167
320,2016,725
326,2016,879
329,2016,687
330,2016,1688
336,2016,359
340,2016,502
350,2016,407
360,2016,928
370,2016,1799
376,2016,1172
390,2016,879
400,2016,759
410,2016,563
420,2016,920
430,2016,983
440,2016,464
450,2016,560
461,2016,5469
479,2016,1175
480,2016,586
482,2016,231
492,2016,91
510,2016,944
530,2016,329
540,2016,1344
550,2016,554
561,2016,2075
563,2016,53
573,2016,626
575,2016,643
580,2016,1051
607,2016,1099
615,2016,1635
621,2016,1626
630,2016,1816
657,2016,1441
661,2016,879
665,2016,285
671,2016,332
706,2016,596
707,2016,678
710,2016,613
727,2016,312
730,2016,1912
740,2016,1545
741,2016,72
746,2016,696
751,2016,7119
756,2016,705
760,2016,657
766,2016,563
773,2016,295
779,2016,615
787,2016,621
791,2016,1473
810,2016,659
813,2016,1326
820,2016,722
825,2016,46
840,2016,480
846,2016,777
849,2016,657
851,2016,5383
860,2016,1283
101,2017,16636
147,2017,2296
151,2017,859
153,2017,942
155,2017,187
157,2017,1138
159,2017,1297
161,2017,511
163,2017,533
165,2017,721
167,2017,1023
169,2017,1243
173,2017,803
175,2017,918
183,2017,754
185,2017,757
187,2017,289
190,2017,587
201,2017,313
210,2017,635
217,2017,1251
219,2017,826
223,2017,321
230,2017,785
240,2017,644
250,2017,779
253,2017,797
259,2017,1122
260,2017,598
265,2017,1514
269,2017,299
270,2017,650
306,2017,724
316,2017,1223
320,2017,742
326,2017,984
329,2017,681
330,2017,1663
336,2017,407
340,2017,519
350,2017,418
360,2017,953
370,2017,1909
376,2017,1280
390,2017,905
400,2017,768
410,2017,549
420,2017,797
430,2017,990
440,2017,487
450,2017,624
461,2017,5358
479,2017,1215
480,2017,672
482,2017,273
492,2017,108
510,2017,977
530,2017,354
540,2017,1312
550,2017,605
561,2017,2126
563,2017,68
573,2017,666
575,2017,624
580,2017,1055
607,2017,1105
615,2017,1581
621,2017,1670
630,2017,1919
657,2017,1549
661,2017,883
665,2017,324
671,2017,352
706,2017,690
707,2017,775
710,2017,650
727,2017,373
730,2017,1949
740,2017,1632
741,2017,83
746,2017,784
751,2017,7451
756,2017,786
760,2017,698
766,2017,567
773,2017,328
779,2017,700
787,2017,674
791,2017,1551
810,2017,712
813,2017,1391
820,2017,761
825,2017,41
840,2017,538
846,2017,812
849,2017,652
851,2017,5565
860,2017,1469
101,2018,15568
147,2018,2192
151,2018,796
153,2018,944
155,2018,174
157,2018,1065
159,2018,1235
161,2018,487
163,2018,474
165,2018,692
167,2018,917
169,2018,1155
173,2018,725
175,2018,910
183,2018,717
185,2018,725
187,2018,280
190,2018,506
201,2018,268
210,2018,585
217,2018,1142
219,2018,748
223,2018,320
230,2018,686
240,2018,596
250,2018,701
253,2018,696
259,2018,1012
260,2018,534
265,2018,1368
269,2018,268
270,2018,523
306,2018,634
316,2018,1141
320,2018,701
326,2018,865
329,2018,618
330,2018,1592
336,2018,402
340,2018,520
350,2018,357
360,2018,852
370,2018,1680
376,2018,1189
390,2018,930
400,2018,716
410,2018,536
420,2018,696
430,2018,906
440,2018,445
450,2018,530
461,2018,4657
479,2018,1096
480,2018,589
482,2018,246
492,2018,84
510,2018,911
530,2018,337
540,2018,1172
550,2018,559
561,2018,2032
563,2018,62
573,2018,665
575,2018,566
580,2018,956
607,2018,1017
615,2018,1464
621,2018,1521
630,2018,1782
657,2018,1518
661,2018,734
665,2018,257
671,2018,329
706,2018,657
707,2018,758
710,2018,591
727,2018,331
730,2018,1834
740,2018,1448
741,2018,81
746,2018,718
751,2018,7564
756,2018,701
760,2018,699
766,2018,565
773,2018,304
779,2018,625
787,2018,630
791,2018,1420
810,2018,670
813,2018,1224
820,2018,693
825,2018,45
840,2018,449
846,2018,770
849,2018,610
851,2018,5386
860,2018,1275
101,2019,15709
147,2019,2105
151,2019,780
153,2019,927
155,2019,175
157,2019,1036
159,2019,1124
161,2019,459
163,2019,413
165,2019,650
167,2019,911
169,2019,1103
173,2019,736
175,2019,876
183,2019,658
185,2019,657
187,2019,262
190,2019,488
201,2019,263
210,2019,541
217,2019,1085
219,2019,657
223,2019,277
230,2019,666
240,2019,591
250,2019,607
253,2019,704
259,2019,943
260,2019,468
265,2019,1284
269,2019,261
270,2019,500
306,2019,549
316,2019,1016
320,2019,612
326,2019,766
329,2019,567
330,2019,1515
336,2019,360
340,2019,494
350,2019,338
360,2019,763
370,2019,1488
376,2019,1126
390,2019,882
400,2019,645
410,2019,521
420,2019,666
430,2019,843
440,2019,402
450,2019,523
461,2019,4468
479,2019,1043
480,2019,568
482,2019,211
492,2019,90
510,2019,883
530,2019,316
540,2019,1172
550,2019,563
561,2019,1832
563,2019,56
573,2019,604
575,2019,545
580,2019,893
607,2019,1014
615,2019,1489
621,2019,1557
630,2019,1746
657,2019,1427
661,2019,753
665,2019,245
671,2019,345
706,2019,626
707,2019,719
710,2019,574
727,2019,305
730,2019,1758
740,2019,1425
741,2019,69
746,2019,709
751,2019,7740
756,2019,629
760,2019,695
766,2019,569
773,2019,269
779,2019,532
787,2019,649
791,2019,1422
810,2019,610
813,2019,1084
820,2019,656
825,2019,41
840,2019,446
846,2019,736
849,2019,564
851,2019,5105
860,2019,1170
101,2020,20805
147,2020,2630
151,2020,1002
153,2020,1218
155,2020,239
157,2020,1305
159,2020,1418
161,2020,588
163,2020,558
165,2020,767
167,2020,1200
169,2020,1466
173,2020,918
175,2020,1163
183,2020,813
185,2020,896
187,2020,352
190,2020,669
201,2020,372
210,2020,688
217,2020,1325
219,2020,847
223,2020,380
230,2020,826
240,2020,720
250,2020,765
253,2020,910
259,2020,1144
260,2020,568
265,2020,1645
269,2020,385
270,2020,641
306,2020,630
316,2020,1259
320,2020,747
326,2020,921
329,2020,698
330,2020,1860
336,2020,433
340,2020,618
350,2020,465
360,2020,913
370,2020,1800
376,2020,1329
390,2020,979
400,2020,911
410,2020,648
420,2020,828
430,2020,1064
440,2020,490
450,2020,695
461,2020,5417
479,2020,1344
480,2020,697
482,2020,280
492,2020,91
510,2020,1084
530,2020,463
540,2020,1472
550,2020,660
561,2020,2360
563,2020,70
573,2020,794
575,2020,698
580,2020,1064
607,2020,1224
615,2020,1954
621,2020,1956
630,2020,2357
657,2020,1734
661,2020,953
665,2020,309
671,2020,398
706,2020,793
707,2020,751
710,2020,778
727,2020,397
730,2020,2168
740,2020,1811
741,2020,71
746,2020,967
751,2020,9801
756,2020,790
760,2020,861
766,2020,754
773,2020,346
779,2020,630
787,2020,810
791,2020,1748
810,2020,771
813,2020,1352
820,2020,808
825,2020,60
840,2020,610
846,2020,901
849,2020,734
851,2020,6259
860,2020,1471
101,2021,18202
147,2021,2284
151,2021,830
153,2021,1074
155,2021,225
157,2021,1107
159,2021,1148
161,2021,501
163,2021,485
165,2021,686
167,2021,1053
169,2021,1381
173,2021,836
175,2021,975
183,2021,734
185,2021,919
187,2021,305
190,2021,546
201,2021,281
210,2021,576
217,2021,1014
219,2021,740
223,2021,338
230,2021,694
240,2021,595
250,2021,601
253,2021,770
259,2021,994
260,2021,482
265,2021,1416
269,2021,301
270,2021,493
306,2021,500
316,2021,993
320,2021,605
326,2021,735
329,2021,548
330,2021,1526
336,2021,367
340,2021,472
350,2021,388
360,2021,710
370,2021,1421
376,2021,1034
390,2021,755
400,2021,608
410,2021,512
420,2021,549
430,2021,788
440,2021,366
450,2021,491
461,2021,4265
479,2021,992
480,2021,505
482,2021,224
492,2021,72
510,2021,792
530,2021,355
540,2021,999
550,2021,469
561,2021,1787
563,2021,62
573,2021,579
575,2021,473
580,2021,768
607,2021,976
615,2021,1444
621,2021,1411
630,2021,1797
657,2021,1230
661,2021,660
665,2021,232
671,2021,297
706,2021,673
707,2021,600
710,2021,629
727,2021,325
730,2021,1711
740,2021,1365
741,2021,59
746,2021,727
751,2021,7965
756,2021,580
760,2021,610
766,2021,540
773,2021,229
779,2021,421
787,2021,521
791,2021,1328
810,2021,610
813,2021,1156
820,2021,572
825,2021,49
840,2021,457
846,2021,652
849,2021,574
851,2021,4980
860,2021,1157
101,2022,12623
147,2022,1658
151,2022,538
153,2022,744
155,2022,133
157,2022,780
159,2022,720
161,2022,373
163,2022,315
165,2022,441
167,2022,726
169,2022,991
173,2022,584
175,2022,698
183,2022,544
185,2022,566
187,2022,211
190,2022,387
201,2022,186
210,2022,382
217,2022,722
219,2022,530
223,2022,223
230,2022,476
240,2022,402
250,2022,426
253,2022,539
259,2022,694
260,2022,313
265,2022,1026
269,2022,220
270,2022,318
306,2022,338
316,2022,711
320,2022,454
326,2022,560
329,2022,452
330,2022,1083
336,2022,276
340,2022,353
350,2022,291
360,2022,498
370,2022,1100
376,2022,724
390,2022,566
400,2022,393
410,2022,344
420,2022,404
430,2022,527
440,2022,251
450,2022,349
461,2022,3183
479,2022,750
480,2022,373
482,2022,156
492,2022,42
510,2022,600
530,2022,188
540,2022,701
550,2022,296
561,2022,1297
563,2022,38
573,2022,406
575,2022,300
580,2022,572
607,2022,639
615,2022,1060
621,2022,1045
630,2022,1254
657,2022,794
661,2022,457
665,2022,193
671,2022,216
706,2022,466
707,2022,431
710,2022,457
727,2022,224
730,2022,1262
740,2022,989
741,2022,47
746,2022,547
751,2022,5796
756,2022,384
760,2022,426
766,2022,362
773,2022,180
779,2022,324
787,2022,361
791,2022,1068
810,2022,474
813,2022,877
820,2022,402
825,2022,35
840,2022,331
846,2022,447
849,2022,427
851,2022,3867
860,2022,793
